depth ,thickness
10909.79,3.08
10912.65,2.86
10916.94,4.29
10920.25,3.31
10925.59,5.34
10929.58,3.99
10931.46,1.88
10934.62,3.16
10941.21,6.59
10961.71,20.50
10963.96,2.26
10966.22,2.26
10970.66,4.44
10972.99,2.33
10975.70,2.71
10977.96,2.26
10980.67,2.71
10983.38,2.71
10990.15,6.77
10997.37,7.22
11005.87,8.50
11043.34,37.47
11048.38,5.04
11051.02,2.63
11054.63,3.61
11058.69,4.06
11061.85,3.16
11064.63,2.78
11069.15,4.51
11076.67,7.52
11079.53,2.86
11084.05,4.51
11087.58,3.54
11091.19,3.61
11095.26,4.06
11098.04,2.78
11102.10,4.06
11105.71,3.61
11108.88,3.16
11118.36,9.48
11122.79,4.44
11126.03,3.24
11132.35,6.32
11135.96,3.61
11139.95,3.99
11142.21,2.26
11145.44,3.24
11149.05,3.61
11155.30,6.24
11163.50,8.20
11172.08,8.58
11177.12,5.04
